Fecha;Texto
2023-01-31T03:25:52.000Z;EMERGENCIA: 0:25 10-8 (LLAMADO NO CLASIFICADO), GERMAN RIESCO ALTURA DEL 3130, H-8
2023-01-31T03:36:47.000Z;0:36, SALE B-4  A 10-8 (LLAMADO NO CLASIFICADO) GERMAN RIESCO ALTURA DEL 3130
2023-01-31T04:46:25.000Z;EMERGENCIA: 1:46 10-8 (LLAMADO NO CLASIFICADO), AVENIDA GRAN BRETAÑA ALTURA DEL 1725, H-8
2023-01-31T05:13:06.000Z;EMERGENCIA: 2:13 10-2 (LLAMADO DE PASTIZALES), LAGO LLANQUIHUE ALTURA DEL 1725, B-5
2023-01-31T12:00:03.000Z;ESTADO DE UNIDADES A LAS 09:00  DISPONIBLES: F-1, BM-2, Q-2, RH-2, B-3, B-4, X-4, B-5, RB-5, F-6, RB-6, Z-6, F-7, F-8, H-8, H-9, Z-9, B-11
2023-01-31T13:30:21.000Z;EMERGENCIA: 10:30 10-10 (REBROTE DE EMERGENCIA ANTERIOR), LAGO LLANQUIHUE / LAGO RANCO, B-5
2023-01-31T16:56:01.000Z;EMERGENCIA: 13:55 10-2 (LLAMADO DE PASTIZALES), MICHIMALONGO / CAM NUEVA LOS LOBOS, F-6
2023-01-31T17:50:04.000Z;EMERGENCIA: 14:50 10-10 (REBROTE DE EMERGENCIA ANTERIOR), LAGO LLANQUIHUE / LAGO RANCO, B-5
2023-01-31T21:37:22.000Z;EMERGENCIA: 18:37 10-10 (REBROTE DE EMERGENCIA ANTERIOR), LAGO LLANQUIHUE / LAGO RANCO, B-5
2023-01-31T21:56:24.000Z;18:56, SALE F-8  A 10-10 (REBROTE DE EMERGENCIA ANTERIOR) LAGO LLANQUIHUE / LAGO RANCO
2023-01-31T23:00:00.000Z;ESTADO DE UNIDADES A LAS 20:00  DISPONIBLES: F-1, BM-2, Q-2, RH-2, B-3, X-4, B-5, RB-5, F-7, B-9, H-9, Z-9, B-11 EN EMERGENCIA: F-8
